strain	date	division	PB2	PB1	PA	NP	NA	MP	NS	PB2_letter	PB1_letter	PA_letter	NP_letter	NA_letter	MP_letter	NS_letter	constellation
A/swine/Ohio/10SW215/2010|2010|Ohio	2010-06-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Indiana/9622/2011|2011|Indiana	2011-06-01	Indiana	?	?	?	?	?	?	?								?
A/swine/North_Carolina/157671/2015|2015|North_Carolina	2015-06-01	North Carolina	?	?	?	pdm	2002B.2	pdm	TRIG								?
A/swine/Ohio/10SW130/2010|2010|Ohio	2010-06-01	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW127/2010|08/12/2010|Ohio	2010-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW126/2010|08/12/2010|Ohio	2010-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW133/2010|08/12/2010|Ohio	2010-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW134/2010|08/12/2010|Ohio	2010-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW122/2010|08/12/2010|Ohio	2010-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW135/2010|08/12/2010|Ohio	2010-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW131/2010|08/12/2010|Ohio	2010-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW137/2010|08/12/2010|Ohio	2010-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW136/2010|08/12/2010|Ohio	2010-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW132/2010|08/12/2010|Ohio	2010-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW125/2010|08/12/2010|Ohio	2010-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW121/2010|08/12/2010|Ohio	2010-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW139/2010|08/12/2010|Ohio	2010-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW128/2010|08/12/2010|Ohio	2010-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW156/2010|08/19/2010|Ohio	2010-08-19	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW204/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW209/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW214/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW207/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW219/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW202/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW213/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW203/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW216/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW206/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW212/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW220/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW210/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW218/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW208/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW205/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/10SW211/2010|08/24/2010|Ohio	2010-08-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Minnesota/A01076999/2010|09/22/2010|Minnesota	2010-09-22	Minnesota	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Indiana/A00968321/2010|10/18/2010|Indiana	2010-10-18	Indiana	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Indiana/A00968322/2010|10/20/2010|Indiana	2010-10-20	Indiana	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Illinois/A01076719/2010|11/01/2010|Illinois	2010-11-01	Illinois	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Minnesota/A01134337/2010|11/17/2010|Minnesota	2010-11-17	Minnesota	TRIG	TRIG	TRIG	TRIG	2002A	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Indiana/A01049091/2010|11/18/2010|Indiana	2010-11-18	Indiana	TRIG	TRIG	TRIG	TRIG	2002A.2	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/North_Carolina/A01049436/2011|01/19/2011|North_Carolina	2011-01-19	North Carolina	TRIG	TRIG	TRIG	TRIG	2002A.2	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Indiana/A01049653/2011|03/08/2011|Indiana	2011-03-08	Indiana	TRIG	TRIG	TRIG	TRIG	2002A.2	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Indiana/A01049744/2011|03/23/2011|Indiana	2011-03-23	Indiana	TRIG	TRIG	TRIG	TRIG	2002A.2	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Indiana/A01049745/2011|03/23/2011|Indiana	2011-03-23	Indiana	TRIG	TRIG	TRIG	TRIG	2002A.2	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/11SW97/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW108/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW93/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW87/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW98/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW95/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW119/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW109/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW115/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW94/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW114/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW103/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW112/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW113/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW96/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW118/2011|08/05/2011|Ohio	2011-08-05	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW196/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW166/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW173/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW172/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW197/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW171/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	?	TRIG	TRIG	T	T	T	T	?	T	T	TTTTTT
A/swine/Ohio/11SW178/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Ohio/11SW189/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	TRIG	TRIG	T	T	T	T	2002A.2	T	T	TTTTTT
A/swine/Ohio/11SW170/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Ohio/11SW169/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW163/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW180/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW191/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW186/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW179/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW187/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW185/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW195/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	?	TRIG	TRIG	T	T	T	T	?	T	T	TTTTTT
A/swine/Ohio/11SW183/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW175/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW161/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW168/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Ohio/11SW184/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Ohio/11SW200/2011|08/08/2011|Ohio	2011-08-08	Ohio	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Ohio/11SW203/2011|08/12/2011|Ohio	2011-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Ohio/11SW206/2011|08/12/2011|Ohio	2011-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Ohio/11SW218/2011|08/12/2011|Ohio	2011-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Ohio/11SW211/2011|08/12/2011|Ohio	2011-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW209/2011|08/12/2011|Ohio	2011-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Ohio/11SW213/2011|08/12/2011|Ohio	2011-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Ohio/11SW201/2011|08/12/2011|Ohio	2011-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Ohio/11SW217/2011|08/12/2011|Ohio	2011-08-12	Ohio	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Ohio/11SW226/2011|08/18/2011|Ohio	2011-08-18	Ohio	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Ohio/11SW227/2011|08/18/2011|Ohio	2011-08-18	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2002A.2	P	T	TTTTPT
A/swine/Ohio/11SW347/2011|08/19/2011|Ohio	2011-08-19	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01202529/2011|08/22/2011|Iowa	2011-08-22	Iowa	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01202530/2011|08/22/2011|Iowa	2011-08-22	Iowa	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW208/2011|08/31/2011|Ohio	2011-08-31	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW116/2011|08/31/2011|Ohio	2011-08-31	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW219/2011|08/31/2011|Ohio	2011-08-31	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW233/2011|08/31/2011|Ohio	2011-08-31	Ohio	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	2002A.2	P	T	TTTTPT
A/swine/Ohio/11SW177/2011|08/31/2011|Ohio	2011-08-31	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW111/2011|08/31/2011|Ohio	2011-08-31	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW214/2011|08/31/2011|Ohio	2011-08-31	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01202573/2011|09/07/2011|Iowa	2011-09-07	Iowa	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/NY/A01104005/2011|09/13/2011|New_York	2011-09-13	New York	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A00857129/2011|09/14/2011|Illinois	2011-09-14	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A00857131/2011|09/24/2011|Illinois	2011-09-24	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01202621/2011|09/28/2011|Indiana	2011-09-28	Indiana	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW344/2011|09/30/2011|Ohio	2011-09-30	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11SW349/2011|09/30/2011|Ohio	2011-09-30	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01202639/2011|09/30/2011|Iowa	2011-09-30	Iowa	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01202640/2011|09/30/2011|Iowa	2011-09-30	Iowa	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A00857134/2011|10/04/2011|Illinois	2011-10-04	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A00968349/2011|10/05/2011|Indiana	2011-10-05	Indiana	TRIG	TRIG	TRIG	TRIG	?	TRIG	TRIG	T	T	T	T	?	T	T	TTTTTT
A/swine/Iowa/A01202659/2011|10/06/2011|Iowa	2011-10-06	Iowa	TRIG	TRIG	TRIG	TRIG	2002A.2	TRIG	TRIG	T	T	T	T	2	T	T	TTTTTT
A/swine/Illinois/A00857138a/2011|10/20/2011|Illinois	2011-10-20	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A00857138b/2011|10/20/2011|Illinois	2011-10-20	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11TOSU559/2011|10/28/2011|Ohio	2011-10-28	Ohio	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/11TOSU562/2011|10/28/2011|Ohio	2011-10-28	Ohio	TRIG	TRIG	TRIG	TRIG	?	pdm	TRIG	T	T	T	T	?	P	T	TTTTPT
A/swine/Iowa/A01202878/2011|11/17/2011|Iowa	2011-11-17	Iowa	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Iowa/A01202879/2011|11/17/2011|Iowa	2011-11-17	Iowa	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A00857300/2011|11/28/2011|Illinois	2011-11-28	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01202978/2011|12/16/2011|Illinois	2011-12-16	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01240908/2012|01/03/2012|Illinois	2012-01-03	Illinois	?	?	?	?	2002A.2	pdm	?								?
A/swine/Illinois/A01240836/2012|01/03/2012|Illinois	2012-01-03	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01240835/2012|01/03/2012|Illinois	2012-01-03	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01240891/2012|01/05/2012|Illinois	2012-01-05	Illinois	?	?	?	?	2002A.2	pdm	?								?
A/swine/Illinois/A00857304b/2012|01/05/2012|Illinois	2012-01-05	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A00857304a/2012|01/05/2012|Illinois	2012-01-05	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Ohio/A01203186/2012|01/24/2012|Ohio	2012-01-24	Ohio	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01327215/2012|02/06/2012|Indiana	2012-02-06	Indiana	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Indiana/A01327213/2012|02/06/2012|Indiana	2012-02-06	Indiana	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01241469/2012|02/08/2012|Illinois	2012-02-08	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/North_Carolina/A01203272/2012|02/13/2012|North_Carolina	2012-02-13	North Carolina	TRIG	TRIG	TRIG	TRIG	2002B.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Texas/A01104013/2012|02/15/2012|Texas	2012-02-15	Texas	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A00857318a/2012|02/23/2012|Illinois	2012-02-23	Illinois	TRIG	TRIG	TRIG	pdm	2002A.2	pdm	TRIG	T	T	T	P	2	P	T	TTTPPT
A/swine/Illinois/A01241842/2012|02/27/2012|Illinois	2012-02-27	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01241840/2012|02/27/2012|Illinois	2012-02-27	Illinois	?	?	?	?	2002A.2	pdm	?								?
A/swine/Illinois/A01241876/2012|02/29/2012|Illinois	2012-02-29	Illinois	?	?	?	?	2002A.2	pdm	?								?
A/swine/Illinois/A01241871/2012|02/29/2012|Illinois	2012-02-29	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01241916/2012|03/01/2012|Illinois	2012-03-01	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
A/swine/Illinois/A01327184/2012|03/15/2012|Illinois	2012-03-15	Illinois	TRIG	TRIG	TRIG	TRIG	2002A.2	pdm	TRIG	T	T	T	T	2	P	T	TTTTPT
